cc,aggcode,aggname,typeofsensitivearea,sizecat,generatedload_10th,generatedload_9th,generatedload_delta,connectedload_10th,connectedload_9th,iasload_10th,iasload_9th,dischargewithouttreatment_10th,dischargewithouttreatment_9th,gp_10th,art3_10th,art4_10th,art5_10th,art6_10th,dtt3_10th,dtt4t_10th,dtt4p_10th,dtt5t_10th,dtt5p_10th,gp_9th,art3_9th,art4_9th,art5_9th,art6_9th,dtt3_9th,dtt4t_9th,dtt4p_9th,dtt5t_9th,dtt5p_9th,flagginv,flaggmeasures,nb_uwwtp,nb_uwwtp_conn,nb_dcp,near_natura2000_uww_impacted,near_natura2000_uww_impacted_intensity,wfd_ecologicalstatus,wfd_chemicalstatus,wfd_uwwtd_status_point_p11,wfd_uwwtd_status_point_p12,wfd_uwwtd_status_diffuse_p26,spztype_catchmentOfSensitiveArea,spztype_coastalSensitiveArea,spztype_lakeSensitiveArea,spztype_otherProtectedArea,spztype_riverSensitiveArea,spztype_transitionalSensitiveArea,spztype_freshwaterFishDesignatedWater,spztype_shellfishDesignatedWater,spztype_drinkingWaterProtectionArea,spztype_nitrateVulnerableZone,score,status,x,y
it,IT1984003_01,ARAGONA,NA,2,13200,13200.0,0.0,11880,11880.0,1320,1320.0,0,0.0,NC,QC,NC,NR,NR,0,2904,11880,0,0,NC,QC,NC,NR,NR,0.0,2244.0,11880.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.62281,37.39591
it,IT1984005_01,BURGIO,NA,1,3808,3808.0,0.0,3808,3808.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,305,3808,0,0,NC,C,NC,NR,NR,0.0,3808.0,3808.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.28826,37.60094
it,IT1984007_01,CALTABELLOTTA,NA,1,5143,5143.0,0.0,5143,5143.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,360,360,0,0,NC,C,NC,NR,NR,0.0,360.0,5503.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.21632,37.57543
it,IT1984008_01,CAMASTRA,NA,1,2913,2913.0,0.0,2913,2913.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,757,2913,0,0,NC,C,NC,NR,NR,0.0,757.0,2913.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.79211,37.2538
it,IT1984010_01,CAMPOBELLO_DI_LICATA,NA,2,13000,13000.0,0.0,13000,13000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,6500,0,0,NC,C,NC,NR,NR,0.0,0.0,13000.0,0.0,0.0,,,2,2,2,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.91811,37.25759
it,IT1984011_01,CANICATTI,NA,2,33000,33000.0,0.0,33000,33000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,33000,0,0,C,C,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.84786,37.35842
it,IT1984015_01,CIANCIANA,NA,1,6571,6571.0,0.0,5914,5914.0,657,657.0,0,0.0,NC,QC,NC,NR,NR,0,2957,5914,0,0,NC,QC,NC,NR,NR,0.0,986.0,5914.0,0.0,0.0,,,2,2,2,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.43349,37.51896
it,IT1984017_01,FAVARA,NA,2,35000,35000.0,0.0,35000,35000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,35000,0,0,NC,C,NC,NR,NR,0.0,0.0,35000.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.65794,37.31407
it,IT1984018_01,GROTTE,NA,1,9474,9474.0,0.0,9190,9190.0,284,284.0,0,0.0,NC,QC,NC,NR,NR,0,0,9190,0,0,C,QC,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.70041,37.4036
it,IT1984019_01,JOPPOLO_GIANCAXIO,NA,1,2495,2495.0,0.0,2320,2320.0,175,175.0,0,0.0,NC,QC,NC,NR,NR,0,773,2320,0,0,NC,QC,NC,NR,NR,0.0,773.0,2320.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.55586,37.38681
it,IT1984022_01,LUCCA_SICULA,NA,1,3000,3000.0,0.0,3000,3000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,3000,0,0,NC,C,NC,NR,NR,0.0,0.0,3000.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.30579,37.57783
it,IT1984027_01,PALMA_DI_MONTECHIARO,NA,2,27831,27831.0,0.0,26439,26439.0,1392,1392.0,0,0.0,NC,QC,NC,NR,NR,0,0,26439,0,0,C,QC,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.7632,37.18167
it,IT1984028_01,PORTO_EMPEDOCLE,NA,2,29913,29913.0,0.0,28417,28417.0,1496,1496.0,0,0.0,NC,QC,NC,NR,NR,0,12563,12563,0,0,NC,QC,NC,NR,NR,0.0,12563.0,12563.0,0.0,0.0,,,1,1,1,0,,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.52617,37.29488
it,IT1984030_01,RAFFADALI,NA,2,15000,15000.0,0.0,15000,15000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,15000,0,0,C,C,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.53175,37.40214
it,IT1984031_01,RAVANUSA,NA,2,15275,15275.0,0.0,9929,9929.0,4583,4583.0,764,764.0,NC,NC,NC,NR,NR,764,0,9929,0,0,NC,NC,NC,NR,NR,764.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.96834,37.26659
it,IT1984032_01,REALMONTE,NA,1,6000,6000.0,0.0,4740,4740.0,900,900.0,360,360.0,NC,NC,NR,NR,NR,360,0,0,0,0,NC,NC,NR,NR,NR,360.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.46429,37.30847
it,IT1984033_01,RIBERA,NA,2,27629,27629.0,0.0,27076,27076.0,553,553.0,0,0.0,NC,C,NC,NR,NR,0,5802,27076,0,0,NC,C,NC,NR,NR,0.0,5802.0,27076.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.26676,37.49773
it,IT1984035_01,SAN_BIAGIO_PLATANI,NA,1,5000,5000.0,0.0,4500,4500.0,500,500.0,0,0.0,NC,QC,NC,NR,NR,0,0,4500,0,0,NC,QC,NC,NR,NR,0.0,0.0,4500.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.52844,37.50927
it,IT1984037_01,SANTA_ELISABETTA,NA,1,4000,4000.0,0.0,3200,3200.0,800,800.0,0,0.0,NC,QC,NC,NR,NR,0,3200,3200,0,0,NC,QC,NC,NR,NR,0.0,3200.0,3200.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.55386,37.43171
it,IT1984038_01,S_MARGHERITA_DI_BELICE,NA,1,6650,6650.0,0.0,6650,6650.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,6650,6650,0,0,NC,C,NC,NR,NR,0.0,6650.0,6650.0,0.0,0.0,,,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.01577,37.6924
it,IT1985003_01,BUTERA,NA,1,5600,5600.0,0.0,5320,5320.0,0,0.0,280,280.0,NC,NC,NC,NR,NR,280,5320,5320,0,0,?,NC,?,NR,?,280.0,5320.0,5320.0,5320.0,5320.0,3401.63,Completamento della rete fognaria,1,1,1,0,,3,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.18232,37.191
it,IT1985007_01,GELA,NA,2,93900,93900.0,0.0,89205,89205.0,4695,4695.0,0,0.0,NC,QC,NC,NR,NR,0,58547,58547,0,0,NC,QC,NC,NR,NR,0.0,39205.0,49205.0,0.0,0.0,3323.5,Completamento della rete fognaria,2,2,2,0,,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.25875,37.06697
it,IT1985008_01,MARIANOPOLI,NA,1,2320,2320.0,0.0,2250,2250.0,70,70.0,0,0.0,NC,QC,NC,NR,NR,0,0,2250,0,0,?,QC,?,NR,?,0.0,2250.0,2250.0,2250.0,2250.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.9152,37.5984
it,IT1985009_01,MAZZARINO,NA,2,21851,21851.0,0.0,21851,21851.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,8085,8085,0,0,NC,C,NC,NR,NR,0.0,8085.0,8085.0,0.0,0.0,1004.0,-Revisione della vecchia rete fognante,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.20959,37.30188
it,IT1985010_01,MILENA,NA,1,5402,5402.0,0.0,5402,5402.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,1351,2809,0,0,NC,C,NC,NR,NR,0.0,1351.0,4376.0,0.0,0.0,,,4,4,4,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.73408,37.47103
it,IT1985011_01,MONTEDORO,NA,1,2195,2195.0,0.0,2195,2195.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,2195,0,0,?,C,?,NR,?,0.0,2195.0,2195.0,2195.0,2195.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.81684,37.45431
it,IT13Q11000000012,OVINDOLI,NI,1,9235,,,0,,0,,9235,,NC,NC,NC,NR,NR,9235,0,0,0,0,,,,,,,,,,,1.55,Collettamento fognario intercomunale Ovindoli-Celano-Avezzano,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13.51477617,42.12638001
it,IT1985018_01,SERRADIFALCO,NA,1,8000,8000.0,0.0,8000,8000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,8000,960,0,0,NC,C,NC,NR,NR,0.0,960.0,960.0,0.0,0.0,426.94,Completamento della rete fognaria,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.88076,37.45413
it,IT1985019_01,SOMMATINO,NA,1,8749,8749.0,0.0,8749,8749.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,8749,0,0,?,C,?,NR,?,0.0,8749.0,8749.0,8749.0,8749.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.99739,37.33471
it,IT1985020_01,SUTERA,NA,1,3221,3221.0,0.0,3221,3221.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,644,3221,0,0,NC,C,NC,NR,NR,0.0,644.0,3221.0,0.0,0.0,,,3,3,3,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.73274,37.52493
it,IT1985021_01,VALLELUNGA_PRATAMENO,NA,1,4215,4215.0,0.0,4215,4215.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,4215,0,0,NC,C,NC,NR,NR,0.0,0.0,4215.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.83157,37.68174
it,IT1985022_01,VILLALBA,NA,1,2050,2050.0,0.0,1886,1886.0,164,164.0,0,0.0,NC,QC,NC,NR,NR,0,0,1886,0,0,C,QC,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,13.84452,37.65457
it,IT1986001_01,AGIRA,NA,1,9700,9700.0,0.0,7954,7954.0,1746,1746.0,0,0.0,NC,QC,NC,NR,NR,0,0,7954,0,0,NC,QC,NC,NR,NR,0.0,0.0,7954.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.11958,37.55584
it,IT1986003_02,ASSORO,NA,1,6000,6000.0,0.0,5700,5700.0,300,300.0,0,0.0,NC,QC,NC,NR,NR,0,0,5700,0,0,C,QC,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.42054,37.62343
it,IT1986006_01,CATENANUOVA,NA,1,6694,6694.0,0.0,5355,5355.0,669,669.0,669,669.0,NC,NC,NC,NR,NR,669,1205,1205,0,0,NC,NC,NC,NR,NR,669.0,1874.0,1874.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.68992,37.56978
it,IT1986007_01,CENTURIPE,NA,1,8698,8698.0,0.0,8698,8698.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,2957,2957,0,0,NC,C,NC,NR,NR,0.0,2957.0,8698.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.74124,37.62228
it,IT1986009_01,ENNA,NA,2,32000,32000.0,0.0,30080,30080.0,1920,1920.0,0,0.0,NC,QC,NC,NR,NR,0,3792,3792,0,0,NC,QC,NC,NR,NR,0.0,3789.0,3789.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.28552,37.5577
it,IT1986011_01,LEONFORTE,NA,2,15136,15136.0,0.0,15136,15136.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,15136,0,0,C,C,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.39766,37.64197
it,IT1986014_01,PIAZZA_ARMERINA,NA,2,23000,23000.0,0.0,20930,20930.0,2070,2070.0,0,0.0,NC,QC,NC,NR,NR,0,2300,2300,0,0,NC,QC,NC,NR,NR,0.0,230.0,0.0,0.0,0.0,,,2,2,2,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.36907,37.38654
it,IT1986015_01,PIETRAPERZIA,NA,2,11872,11872.0,0.0,11872,11872.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,3372,8372,0,0,NC,C,NC,NR,NR,0.0,8372.0,8372.0,0.0,0.0,,,2,2,2,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.13739,37.41852
it,IT1986016_01,REGALBUTO,NA,1,9500,9500.0,0.0,7600,7600.0,950,950.0,950,950.0,NC,NC,NC,NR,NR,950,0,0,0,0,NC,NC,NC,NR,NR,950.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.63915,37.65195
it,IT1986018_01,TROINA,NA,2,14300,14300.0,0.0,12870,12870.0,1430,1430.0,0,0.0,NC,QC,NC,NR,NR,0,3432,3432,0,0,NC,QC,NC,NR,NR,0.0,2002.0,2002.0,0.0,0.0,,,2,2,2,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.59605,37.78437
it,IT1986020_01,VILLAROSA,NA,1,6500,6500.0,0.0,6500,6500.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,2015,2015,0,0,NC,C,NC,NR,NR,0.0,2015.0,2015.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.17089,37.58753
it,IT1987006_01,ADRANO,NA,2,41456,41456.0,0.0,29019,29019.0,12437,12437.0,0,0.0,NC,QC,NC,NR,NR,0,14510,14510,0,0,NC,QC,NC,NR,NR,0.0,21143.0,21143.0,0.0,0.0,,,1,1,1,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.83996,37.66985
it,IT1987008_01,BIANCAVILLA,NA,2,30000,30000.0,0.0,28500,28500.0,1500,1500.0,0,0.0,NC,QC,NC,NR,NR,0,0,28500,0,0,C,QC,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.86649,37.64499
it,IT1987011_01,CALTAGIRONE,NA,2,47180,47180.0,0.0,42462,42462.0,4718,4718.0,0,0.0,NC,QC,NC,NR,NR,0,14909,14909,0,0,NC,QC,NC,NR,NR,0.0,14895.0,14895.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.51927,37.21496
it,IT1987014_01,CASTIGLIONE_DI_SICILIA,NA,1,5200,5200.0,0.0,3640,3640.0,1040,1040.0,520,520.0,NC,NC,NC,NR,NR,520,3640,2308,0,0,NC,NC,NC,NR,NR,520.0,3639.0,1788.0,0.0,0.0,,,1,1,1,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,15.12156,37.8815
it,IT1987018_01,GRAMMICHELE,NA,2,15000,15000.0,0.0,15000,15000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,4950,15000,0,0,NC,C,NC,NR,NR,0.0,4950.0,4950.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.63416,37.21267
it,IT1987022_01,MALETTO,NA,1,6000,6000.0,0.0,6000,6000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,1980,1980,0,0,NC,C,NC,NR,NR,0.0,1980.0,1980.0,0.0,0.0,,,1,1,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.86403,37.82914
it,IT1987028_01,MIRABELLA_IMBACCARI,NA,1,7000,7000.0,0.0,6860,6860.0,140,140.0,0,0.0,NC,C,NC,NR,NR,0,6860,6860,0,0,NC,C,NC,NR,NR,0.0,6860.0,6860.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.44574,37.32649
it,IT1987043_01,S_MICHELE_DI_GANZARIA,NA,1,6000,6000.0,0.0,5400,5400.0,600,600.0,0,0.0,NC,QC,NC,NR,NR,0,1020,5400,0,0,NC,QC,NC,NR,NR,0.0,420.0,420.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.42633,37.28042
it,IT1987047_01,S_MARIA_DI_LICODIA,NA,1,9000,9000.0,0.0,8100,8100.0,900,900.0,0,0.0,NC,QC,NC,NR,NR,0,1170,8100,0,0,NC,QC,NC,NR,NR,0.0,1620.0,8100.0,0.0,0.0,800.0,Completamento della rete fognaria,1,1,1,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.89337,37.61684
it,IT1987054_01,VIZZINI,NA,2,11116,11116.0,0.0,11116,11116.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,11116,0,0,NC,C,NC,NR,NR,0.0,0.0,1667.0,0.0,0.0,,,2,2,2,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.75689,37.1649
it,IT1987056_01,MAZZARRONE,NA,1,5000,5000.0,0.0,3750,3750.0,1000,1000.0,250,250.0,NC,NC,NC,NR,NR,250,0,0,0,0,NC,NC,NC,NR,NR,250.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.55946,37.08906
it,IT1987057_01,MANIACE,NA,1,3366,3366.0,0.0,3029,3029.0,337,337.0,0,0.0,NC,QC,NC,NR,NR,0,875,3029,0,0,NC,QC,NC,NR,NR,0.0,539.0,539.0,0.0,0.0,,,1,1,1,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.80554,37.86889
it,IT1987058_01,RAGALNA,NA,1,5000,5000.0,0.0,4700,4700.0,300,300.0,0,0.0,NC,QC,NC,NR,NR,0,2312,2312,0,0,NC,QC,NC,NR,NR,0.0,2612.0,2612.0,0.0,0.0,,,1,1,1,0,,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.94783,37.63576
it,IT1988001_01,ACATE,NA,2,10000,10000.0,0.0,9500,9500.0,500,500.0,0,0.0,NC,QC,NC,NR,NR,0,1500,9500,0,0,NC,QC,NC,NR,NR,0.0,1500.0,9500.0,0.0,0.0,,,1,1,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.49347,37.02301
it,IT1988003_01,COMISO,NA,2,32000,32000.0,0.0,30400,30400.0,1600,1600.0,0,0.0,NC,QC,NC,NR,NR,0,30400,30400,0,0,NC,QC,NC,NR,NR,0.0,0.0,30400.0,0.0,0.0,,,1,1,1,0,,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.60246,36.96471
it,IT1988003_02,COMISO_PEDALINO,NA,1,3348,3348.0,0.0,3348,3348.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,335,3348,0,0,NC,C,NC,NR,NR,0.0,335.0,3683.0,0.0,0.0,,,1,1,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.58116,37.0232
it,IT1988004_01,GIARRATANA,NA,1,4621,4621.0,0.0,4621,4621.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,0,4621,0,0,C,C,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,-1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.79454,37.04741
it,IT1988005_02,ISPICA_S_M_FOCALLO,NA,2,22000,22000.0,0.0,16060,16060.0,5940,5940.0,0,0.0,NC,QC,NC,NR,NR,0,15620,16060,0,0,NC,QC,NC,NR,NR,0.0,15620.0,15620.0,0.0,0.0,,,1,1,1,0,,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.94576,36.71433
it,IT1988006_02,MODICA_FRIGINTINI,NA,1,3000,3000.0,0.0,2850,2850.0,150,150.0,0,0.0,NC,QC,NC,NR,NR,0,0,2850,0,0,C,QC,C,NR,NR,0.0,0.0,0.0,0.0,0.0,,,1,1,1,0,,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.84202,36.91649
it,IT1988009_01,RAGUSA_1_CONSORTILE,NA,2,88000,88000.0,0.0,83600,83600.0,4400,4400.0,0,0.0,NC,QC,NC,NR,NR,0,9240,9240,0,0,NC,QC,NC,NC,NR,0.0,13596.0,13596.0,0.0,0.0,,,2,2,2,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.70216,36.91072
it,IT1988010_01,S_CROCE_CAMERINA,NA,2,28960,28960.0,0.0,27512,27512.0,1448,1448.0,0,0.0,NC,QC,NC,NR,NR,0,4344,27512,0,0,NC,QC,NC,NR,NR,0.0,2896.0,27512.0,0.0,0.0,,,1,1,1,0,,-1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.52522,36.829
it,IT1988010_02,S_CROCE_CAMERINA_ZONA_COSTIERA,NA,2,10000,10000.0,0.0,8500,8500.0,1500,1500.0,0,0.0,NC,QC,NC,NR,NR,0,0,8500,0,0,NC,QC,NC,NR,NR,0.0,0.0,8500.0,0.0,0.0,,,1,1,1,0,,-1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.50079,36.79958
it,IT1988011_01,SCICLI,NA,2,15000,15000.0,0.0,14850,14850.0,0,0.0,150,150.0,NC,C,NC,NR,NR,150,0,14850,0,0,NC,C,NC,NR,NR,150.0,0.0,14850.0,0.0,0.0,,,1,1,1,0,,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,14.69712,36.78684
it,IT1988012_01,VITTORIA,NA,2,60000,60000.0,0.0,54000,54000.0,6000,6000.0,0,0.0,NC,QC,NC,NR,NR,0,54000,54000,0,0,NC,QC,NC,NR,NR,0.0,54000.0,54000.0,0.0,0.0,,,1,1,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.53034,36.953
it,IT1988012_02,VITTORIA_SCOGLITTI,NA,2,33700,33700.0,0.0,18535,18535.0,10110,10110.0,5055,5055.0,NC,NC,NC,NR,NR,5055,18535,18535,0,0,NC,NC,NC,NR,NR,5055.0,37070.0,37070.0,0.0,0.0,,,1,1,1,0,,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,14.43036,36.89951
it,IT1989012_02,FV,NA,2,10000,10000.0,0.0,8500,8500.0,1500,1500.0,0,0.0,NC,QC,NC,NR,NR,0,8500,8500,0,0,C,QC,C,NR,NR,0.0,8500.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,15.1302,37.17821
it,IT1989012_03,MELILLI_CITTÀ_GIARDINO,NA,1,2000,2000.0,0.0,1700,1700.0,300,300.0,0,0.0,NC,QC,NC,NR,NR,0,1700,1700,0,0,C,QC,C,NR,NR,0.0,1700.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,15.21172,37.10444
it,IT1989013_01,NOTO,NA,2,22000,22000.0,0.0,20900,20900.0,1100,1100.0,0,0.0,NC,QC,NC,NR,NR,0,20900,9900,0,0,NC,QC,NC,NR,NR,0.0,20900.0,9900.0,0.0,0.0,,,2,2,2,0,,3,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,15.06744,36.90206
it,IT1989014_01,PACHINO,NA,2,23000,23000.0,0.0,23000,23000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,23000,14000,0,0,NC,C,NC,NR,NR,0.0,23000.0,14000.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,15.09062,36.71703
it,IT1989014_02,PACHINO_MARZAMEMI,NA,2,10000,10000.0,0.0,10000,10000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,10000,9000,0,0,NC,C,C,NR,NR,0.0,1000.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,15.10434,36.75499
it,IT1989017_01,SIRACUSA_CONSORTILE,NA,3,133000,133000.0,0.0,133000,133000.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,5320,5320,0,0,C,C,C,NR,NR,0.0,5320.0,0.0,0.0,0.0,,,2,2,2,0,,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,15.27302,37.06365
it,IT1989019_01,SORTINO,NA,2,10984,10984.0,0.0,10984,10984.0,0,0.0,0,0.0,NC,C,NC,NR,NR,0,10984,1690,0,0,NC,C,NC,NR,NR,0.0,10984.0,1690.0,0.0,0.0,,,1,1,1,0,,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,15.03236,37.16091
it,IT1989021_01,PRIOLO_GARGALLO,NA,2,20000,20000.0,0.0,19000,19000.0,1000,1000.0,0,0.0,NC,QC,NC,NR,NR,0,19000,19000,0,0,C,QC,C,NR,NR,0.0,19000.0,0.0,0.0,0.0,,,1,1,1,0,,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,,1,15.19166,37.15471
