"cc";"aggcode";"aggname";"typeofsensitivearea";"sizecat";"generatedload_10th";"generatedload_9th";"generatedload_delta";"connectedload_10th";"connectedload_9th";"iasload_10th";"iasload_9th";"dischargewithouttreatment_10th";"dischargewithouttreatment_9th";"gp_10th";"art3_10th";"art4_10th";"art5_10th";"art6_10th";"dtt3_10th";"dtt4t_10th";"dtt4p_10th";"dtt5t_10th";"dtt5p_10th";"gp_9th";"art3_9th";"art4_9th";"art5_9th";"art6_9th";"dtt3_9th";"dtt4t_9th";"dtt4p_9th";"dtt5t_9th";"dtt5p_9th";"flagginv";"flaggmeasures";"nb_uwwtp";"nb_uwwtp_conn";"nb_dcp";"near_natura2000_uww_impacted";"near_natura2000_uww_impacted_intensity";"wfd_ecologicalstatus";"wfd_chemicalstatus";"wfd_uwwtd_status_point_p11";"wfd_uwwtd_status_point_p12";"wfd_uwwtd_status_diffuse_p26";"spztype_catchmentOfSensitiveArea";"spztype_coastalSensitiveArea";"spztype_lakeSensitiveArea";"spztype_otherProtectedArea";"spztype_riverSensitiveArea";"spztype_transitionalSensitiveArea";"spztype_freshwaterFishDesignatedWater";"spztype_shellfishDesignatedWater";"spztype_drinkingWaterProtectionArea";"spztype_nitrateVulnerableZone";"score";"status";"x";"y"
"ro";"ROAG_32553";"Nasaud";"A58";2;22108;22108;0;8025;6500;11;11;14072;15597;"NC";"NC";"NC";"NC";"NR";14072;0;0;0;0;"NC";"NC";"PD";"PD";"PD";15597;0;0;0;0;4,00;"Extension of collecting system in Nasaud (Liviu Rebreanu and Lu?ca neighborhoods) Extension of collecting system in Rebrisoara (Gersa I and Gersa II) 
Extension of collecting system in Salva";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,39;47,28
"ro";"ROAG_32606";"Sangeorz Bai";"A58";2;24962;24962;0;6802;6795;2;2;18157;18165;"NC";"NC";"NC";"NC";"NR";18157;0;0;0;0;"NC";"NC";"PD";"PD";"PD";18165;0;0;0;0;1,14;"Extension of collecting system in Maieru and Cormaia";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,39;47,28
"ro";"ROAG_173944";"Tomsani";"NI";1;3729;3857;-128;0;0;0;0;3729;3857;"PD";"PD";"PD";"NR";"PD";3729;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3857;0;0;0;0;1,57;"Extension of the sewage collection system (12 km)           Wastewater pumping stations (4 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,07;45,07
"ro";"ROAG_33257";"Feldru (Feldru, Nepos)";"A58";1;6000;8325;-2325;396;0;0;0;5604;8325;"NC";"NC";"NC";"NR";"NR";5604;0;0;0;0;"PD";"PD";"NR";"NR";"PD";8325;0;0;0;0;2,29;"Extension of collecting system in Feldru and Nepos";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,59;47,27
"ro";"ROAG_129665";"Valea Mare";"NI";1;3721;3850;-129;0;0;0;0;3721;3850;"NC";"NC";"NC";"NR";"NR";3721;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3850;0;0;0;0;6,50;"Construction  of the sewage collection system (32,5 km)     Wastewater pumping stations (3 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,47;44,43
"ro";"ROAG_33328";"Teaca (Tonciu, Dipsa, Viile Tecii, Teaca)";"A58";1;3007;3341;-334;194;0;0;104;2813;3237;"NC";"NC";"PD";"NR";"NR";2813;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3237;0;0;0;0;2,77;"Extension of collecting system in Teaca and Viile Tecii";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;24,37;46,99
"ro";"ROAG_33346";"Ilva Mare";"A58";1;2790;2500;290;457;0;0;0;2333;2500;"NC";"NC";"PD";"NR";"NR";2333;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2500;0;0;0;0;1,08;"Extension of collecting system in Ilva Mare";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;24,88;47,36
"ro";"ROAG_33444";"Lechinta";"A58";1;4114;4114;0;719;0;0;25;3395;4089;"NC";"NC";"NC";"NR";"NR";3395;0;0;0;0;"PD";"PD";"NR";"NR";"PD";4089;0;0;0;0;1,51;"Extension of collecting system in Lechinta and Verme?";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;24,32;47,02
"ro";"ROAG_33612";"Lunca Ilvei";"A58";1;3552;3552;0;985;41;0;32;2567;3479;"NC";"NC";"NC";"NR";"NR";2567;0;0;0;0;"PD";"PD";"PD";"NR";"PD";3479;0;41;0;0;0,46;"Extension of  collecting system in Lunca Ilvei";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;24,97;47,36
"ro";"ROAG_41863";"Sinca (Sinca Veche, Bucium, Valcea,  Ohaba, Persani, Sercaita)";"NI";1;3701;3625;76;0;0;0;0;3701;3625;"NC";"NC";"NC";"NR";"NR";3701;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3625;0;0;0;0;6,95;"Construction  of the sewage collection system";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,25;45,70
"ro";"ROAG_34164";"Parva";"A58";1;2959;2959;0;325;325;0;0;2634;2634;"NC";"NC";"NC";"NR";"NR";2634;325;0;0;0;"PD";"PD";"PD";"NR";"PD";2634;325;325;0;0;0,92;"Extension of collecting system in Parva";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,54;47,39
"ro";"ROAG_137755";"Gherta Mica";"NI";1;3700;3700;0;0;0;0;0;3700;3700;"PD";"PD";"PD";"NR";"PD";3700;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3700;0;0;0;0;0,56;"Extension of the collecting system in Gher?a Mica";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,22;47,93
"ro";"ROAG_34627";"Sant";"A58";1;3325;3325;0;100;0;0;0;3225;3325;"NC";"NC";"PD";"NR";"NR";3225;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3325;0;0;0;0;0,00;"Improvement of collection rate to Sant sewage network
- the sewage network will be connected to ROWP Sangeorz Bai";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,89;47,44
"cy";"CY409-Agglo";"Xylotymvou";"NI";1;3700;3700;0;0;0;74;0;3626;3700;"NC";"NC";"NC";"NR";"NR";3626;0;0;0;0;"NC";"NC";"NR";"NR";"NR";3700;0;0;0;0;4,00;"Building of a Treatment Plant";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;33,74;35,01
"cy";"CY507-Agglo";"Episkopi";"NI";1;3700;3700;0;0;0;74;0;3626;3700;"NC";"NC";"NC";"NR";"NR";3626;0;0;0;0;"NC";"NC";"NR";"NR";"NR";3700;0;0;0;0;19,00;"Building of a Collecting System";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;32,90;34,66
"ro";"ROAG_35063";"Telciu (Telciu, Telcisor)";"A58";1;4791;5323;-532;599;559;0;0;4192;4764;"NC";"NC";"NC";"NR";"NR";4192;0;0;0;0;"PD";"PD";"PD";"NR";"PD";4764;0;559;0;0;0,44;"Extension of collecting system in Telciu and Telcisor";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,39;47,43
"ro";"ROAG_135431";"Sirna";"NI";1;3698;3698;0;0;0;0;0;3698;3698;"NC";"NC";"PD";"NR";"NR";3698;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3698;0;0;0;0;3,58;"Construction  of the UWW sewage collection system to be treated in Sirna UWWTP-pumping stations for connection to the ROWP_135431_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,95;44,80
"ro";"ROAG_29467";"Girisu de Cris (Tarian)";"NI";1;3696;3696;0;0;0;0;0;3696;3696;"NC";"NC";"PD";"NR";"NR";3696;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3696;0;0;0;0;0,88;"Construction and extension of a sewage collecting system Girisu de Cris (Tarian)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21,77;47,06
"ro";"ROAG_35740";"Botosani";"A58";3;133154;133384;-230;128747;129996;1917;880;2490;2494;"NC";"NC";"NC";"NC";"NR";2490;0;127269;128747;128747;"NC";"NC";"PD";"PD";"PD";2494;0;0;0;0;2,74;"Extension of the sewage collection system (7,35 km)
Replacement of the sewage collection system for Botosani, including connections (9,7 km)";2;2;2;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;26,66;47,74
"ro";"ROAG_35955";"Darabani";"A58";1;8468;8545;-77;4523;4564;112;113;3833;3868;"NC";"NC";"NC";"NR";"NR";3833;0;4523;0;0;"PD";"PD";"PD";"NR";"PD";3868;0;4564;0;0;7,88;"Extension of the sewage collection system (42,5 km)
Construction of new pumping stations (5)
Rehabilitation of the sewage collection system (5 km)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;26,59;48,19
"ro";"ROAG_84638";"Lueta";"NI";1;3690;3606;84;0;0;0;0;3690;3606;"PD";"PD";"PD";"NR";"PD";3690;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3606;0;0;0;0;1,16;"Construction  of the sewage collection system (17 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,55;46,29
"ro";"ROAG_36015";"Dorohoi";"A58";2;32132;34130;-1998;28222;29185;964;184;2947;4761;"NC";"NC";"NC";"NC";"NR";2947;0;0;28222;28222;"NC";"NC";"PD";"PD";"PD";4761;0;0;0;0;6,43;"Extension of the sewage collection system (59,024 km)
Replacement of the sewage collection system, including connections (15 km)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;26,39;47,95
"ro";"ROAG_36079";"Saveni";"A58";1;9004;9004;0;5302;5302;360;360;3341;3341;"NC";"NC";"NC";"NR";"NR";3341;0;5302;0;0;"PD";"PD";"PD";"NR";"PD";3341;0;5302;0;0;18,70;"Extension of the sewage collection system (71,3 km - 2018, 32,7 km - 2020)
Construction of new pumping stations";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;26,85;47,95
"ro";"ROAG_108277";"Miresu Mare";"NI";1;3684;3684;0;0;0;0;0;3684;3684;"PD";"PD";"PD";"NR";"PD";3684;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3684;0;0;0;0;0,69;"Extension of the collecting system in Mire?u Mare";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,34;47,50
"ro";"ROAG_118708";"Panet";"NI";1;3684;3684;0;0;0;0;0;3684;3684;"PD";"PD";"PD";"NR";"PD";3684;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3684;0;0;0;0;1,52;"Construction of the sewage system in Panet, Berghia, Santioana de Mures (6,5 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,47;46,55
"ro";"ROAG_127260";"Ianca";"NI";1;3680;3844;-164;0;0;0;0;3680;3844;"NC";"NC";"NC";"NR";"NR";3680;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3844;0;0;0;0;4,89;"Construction  of the sewage collection system (23,9 km)     Wastewater pumping stations (3 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,19;43,74
"ro";"ROAG_5719";"Mihalt";"NI";1;3679;3679;0;0;0;0;0;3679;3679;"PD";"PD";"PD";"NR";"PD";3679;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3679;0;0;0;0;1,26;"Extension of the sewage system in Cistei; Pumping station for waste water";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,72;46,16
"ro";"ROAG_98060";"Miroslovesti";"NI";1;3679;3679;0;0;0;0;0;3679;3679;"NC";"NC";"PD";"NR";"NR";3679;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3679;0;0;0;0;4,28;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,64;47,15
"ro";"ROAG_37173";"Draguseni";"A58";1;2436;2757;-321;285;80;0;0;2151;2677;"PD";"PD";"PD";"NR";"PD";2151;0;285;0;0;"PD";"PD";"PD";"NR";"PD";2677;0;80;0;0;4,03;"Construction  of the sewage collection system for Draguseni and Podriga (30,2 km)
Construction of new pumping stations";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;26,80;48,02
"ro";"ROAG_39328";"Trusesti";"A58";1;2544;2721;-177;1000;1000;0;0;1544;1721;"NC";"NC";"NC";"NR";"NR";1544;0;1000;0;0;"PD";"PD";"PD";"NR";"PD";1721;0;1000;0;0;8,99;"Extension of the sewage collection system for Trusesti, Ionaseni, Drislea (49,58 km)
Construction of  new pumping stations";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;27,01;47,77
"ro";"ROAG_40205";"Brasov (Brasov, Poiana Brasov, Sacele, Tohanu Nou)";"A58";3;398604;520000;-121396;369905;494000;0;0;28699;26000;"NC";"NC";"NC";"NC";"NR";28699;0;0;0;369905;"NC";"NC";"PD";"PD";"PD";26000;0;0;0;0;23,57;"Rehabilitation of sewerage network including collectors (61 km)                                                       Extension of the sewage collection system (47,523 km)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,57;45,65
"ro";"ROAG_40223";"Ghimbav";"A58";1;6624;8500;-1876;5697;7310;0;0;927;1190;"NC";"NC";"NC";"NR";"NR";927;0;0;0;0;"PD";"PD";"PD";"NR";"PD";1190;0;7310;0;0;1,90;"Rehabilitation of collector (3,0 km)                                                       Extension of the sewage collection system (8 km)                  Connection toRO7BV_511 (UWWTP Stupini Brasov agglomeration)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,51;45,66
"ro";"ROAG_122917";"Grumazesti";"NI";1;3663;5184;-1521;0;0;0;0;3663;5184;"PD";"PD";"PD";"NR";"PD";3663;0;0;0;0;"PD";"PD";"NR";"NR";"PD";5184;0;0;0;0;4,00;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,38;47,13
"ro";"ROAG_40287";"Fagaras";"A58";2;49530;64090;-14560;24398;55758;0;0;25132;8332;"NC";"NC";"NC";"NC";"NR";25132;11971;24398;24398;24398;"NC";"NC";"PD";"PD";"PD";8332;0;0;0;0;40,73;"Rehabilitation of the collecting system (15,25 km)                                            Construction  of the sewage collection system (133 km)    Construction  of collector (37,6 km)";1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,98;45,72
"ro";"ROAG_40312";"Predeal (Predeal, Paraul Rece, Timisu de Sus, Timisu de Jos)";"A58";2;10300;10300;0;8925;8925;0;0;1375;1375;"NC";"NC";"NC";"NC";"NR";1375;0;0;8925;8925;"NC";"NC";"PD";"PD";"PD";1375;0;0;0;0;0,75;"Rehabilitation of sewerage collection system (3,82 km)                                                       Extension of the sewage collection system (2,38 km)";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;25,59;45,53
"ro";"ROAG_40376";"Rasnov";"A58";2;22178;22000;178;20626;20229;0;0;1552;1771;"NC";"NC";"NC";"NC";"NR";1552;0;0;0;20626;"NC";"NC";"PD";"PD";"PD";1771;0;0;0;0;0,65;"Extension of the sewage collection system (4,23 km)                                  Connection toRO7BV_511 (UWWTP Stupini Brasov agglomeration)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,46;45,53
"ro";"ROAG_40508";"Zarnesti";"A58";2;31861;32547;-686;19798;22246;0;0;12063;10301;"NC";"NC";"NC";"NC";"NR";12063;0;19798;19798;19798;"NC";"NC";"PD";"PD";"PD";10301;0;0;0;0;2,78;"Extension of the sewage collection system (23,43 km)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,24;45,57
"ro";"ROAG_94107";"Munteni Buzau";"NI";1;3659;3659;0;0;0;0;0;3659;3659;"PD";"PD";"PD";"NR";"PD";3659;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3659;0;0;0;0;3,95;"Construction of the UWW sewage collection system - pumping stations for connection to the Munteni Buzau UWWTP ROWP_94107_01";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,00;44,65
"ro";"ROAG_40615";"Bod (Bod, Colonia Bod)";"A58";1;4996;4820;176;2448;2362;0;0;2548;2458;"NC";"NC";"NC";"NR";"NR";2548;0;2448;0;0;"PD";"PD";"PD";"NR";"PD";2458;0;2362;0;0;0,60;"Extension of the sewage collection system (4,53 km)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,65;45,76
"ro";"ROAG_40642";"Bran (Pestera, Bran, Predelut, Simon, Sohodol)";"A58";1;6643;6746;-103;465;;0;;6178;;"NC";"NC";"NC";"NR";"NR";6178;0;0;0;0;;;;;;;;;;;2,99;"Construction  of the sewage collection system";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,38;45,46
"ro";"ROAG_73638";"Pielesti";"NI";1;3658;3518;140;0;0;0;0;3658;3518;"PD";"PD";"PD";"NR";"PD";3658;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3518;0;0;0;0;1,63;"Construction  of the sewage collection system (5 km)     Wastewater pumping stations (2 pieces)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;23,97;44,31
"ro";"ROAG_40964";"Feldioara (Feldioara, Colonia reconstructia, Rotbav)";"A58";1;7434;7378;56;1487;1107;0;0;5947;6271;"NC";"NC";"NC";"NR";"NR";5947;1487;1487;0;0;"PD";"PD";"PD";"NR";"PD";6271;0;1107;0;0;0,15;"Extension of the sewage collection system (0,622 km)                  Wastewater pumping stations (1 pieces)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,55;45,81
"ro";"ROAG_41097";"Harman (Harman, Podu Olt)";"A58";1;6296;6043;253;4092;3928;0;0;2204;2115;"NC";"NC";"NC";"NR";"NR";2204;0;0;0;0;"PD";"PD";"PD";"NR";"PD";2115;3928;3928;0;0;0,64;"Extension of the sewage collection system (6,714 km)                                                Connection toRO7BV_511 (UWWTP Stupini Brasov agglomeration)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,70;45,69
"ro";"ROAG_98505";"Popricani";"NI";1;3654;3444;210;0;0;0;0;3654;3444;"NC";"NC";"PD";"NR";"NR";3654;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3444;0;0;0;0;3,06;"Construction  of the sewage collection system (23 km pipelines) 
Pumping stations for connection to the Iasi WWTP, RO1IS_51 Iasi";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,51;47,28
"ro";"ROAG_109014";"Stramtura";"NI";1;3652;3652;0;0;0;0;0;3652;3652;"PD";"PD";"PD";"NR";"PD";3652;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3652;0;0;0;0;0,38;"Construction of sewage collecting system in Stramtura";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,13;47,77
"ro";"ROAG_85859";"Sansimion";"NI";1;3645;3568;77;0;0;0;0;3645;3568;"PD";"PD";"PD";"NR";"PD";3645;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3568;0;0;0;0;4,05;"Construction  of the sewage collection system (26,10 km)                    Wastewater pumping stations (5 pieces)                                     Connection to ROWP_86197_01 (UWWTP Tusnad)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;25,85;46,22
"ro";"ROAG_126594";"Daneasa";"NI";1;3640;3544;96;0;0;0;0;3640;3544;"NC";"NC";"NC";"NR";"NR";3640;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3544;0;0;0;0;8,91;"Construction  of the sewage collection system (36,9 km)     Wastewater pumping stations (3 pieces)                                   Connection to ROWP_125631_01 (UWWTP Draganesti Olt)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,58;44,09
"ro";"ROAG_100219";"Voinesti";"NI";1;3630;3458;172;0;0;0;0;3630;3458;"NC";"NC";"PD";"NR";"NR";3630;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3458;0;0;0;0;1,96;"Construction  of the sewage collection system (4,8 km pipelines)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,43;47,07
"ro";"ROAG_41186";"Hoghiz";"A58";1;5211;5172;39;862;828;0;0;4349;4344;"PD";"PD";"PD";"NR";"PD";4349;862;862;0;0;"PD";"PD";"PD";"NR";"PD";4344;828;828;0;0;2,76;"Extension of the sewage collection system (19,513 km)                  Wastewater pumping stations (5 pieces)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,36;45,93
"ro";"ROAG_41587";"Parau";"A58";1;2238;2419;-181;1014;0;0;0;1224;2419;"PD";"PD";"PD";"NR";"PD";1224;0;1014;0;0;"PD";"PD";"NR";"NR";"PD";2419;0;0;0;0;0,54;"Extension of the sewage collection system";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;25,25;45,82
"ro";"ROAG_41676";"Prejmer (Prejmer, Lunca Calnicului, Stupinii Prejmerului)";"A58";2;10700;12095;-1395;6848;558;0;0;3852;11537;"NC";"NC";"NC";"NC";"NR";3852;0;0;6848;6848;"NC";"NC";"PD";"PD";"PD";11537;0;0;0;0;2,21;"Extension of the sewage collection system (15 km)                  Wastewater pumping stations (3 pieces)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,78;45,70
"ro";"ROAG_41827";"Sercaia (Sercaia, Halmeag, Vad)";"A58";1;2925;2906;19;1709;0;0;0;1216;2906;"PD";"PD";"PD";"NR";"PD";1216;0;0;0;0;"PD";"PD";"NR";"NR";"PD";2906;0;0;0;0;1,35;"Construction  of the sewage collection system";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,13;45,83
"ro";"ROAG_37912";"Lunca";"NI";1;3619;4039;-420;0;0;0;0;3619;4039;"NC";"NC";"PD";"NR";"NR";3619;0;0;0;0;"PD";"PD";"NR";"NR";"PD";4039;0;0;0;0;12,02;"Construction  of the sewage collection system (7 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,99;47,61
"ro";"ROAG_41934";"Sanpetru";"A58";1;5972;5426;546;4539;4124;0;0;1433;1302;"NC";"NC";"NC";"NR";"NR";1433;0;0;0;0;"PD";"PD";"PD";"NR";"PD";1302;4124;4124;0;0;0,40;"Extension of the sewage collection system (2,14 km)                  Wastewater pumping stations (1 pieces)                                            Connection toRO7BV_511 (UWWTP Stupini Brasov agglomeration)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;25,65;45,69
"ro";"ROAG_42245";"Vistea (Vistea de Jos, Dragus, Oltet, Rucar, Vistea de Sus, Vistisoara)";"A58";1;3311;3485;-174;1987;697;0;0;1324;2788;"PD";"PD";"PD";"NR";"PD";1324;0;0;0;0;"PD";"PD";"PD";"NR";"PD";2788;0;0;0;0;1,61;"Construction  of the sewage collection system";1;1;1;0;;"2";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;24,77;45,72
"ro";"ROAG_42316";"Voila";"A58";1;5216;5210;6;611;573;0;0;4605;4637;"PD";"PD";"PD";"NR";"PD";4605;0;611;0;0;"PD";"PD";"PD";"NR";"PD";4637;0;573;0;0;1,32;"Connection to sewer                                                                    Extension of the sewage collection system for Voivodeni unit (11km)";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;24,87;45,81
"ro";"ROAG_24720";"Racova";"NI";1;3612;3638;-26;0;0;0;0;3612;3638;"PD";"PD";"PD";"NR";"PD";3612;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3638;0;0;0;0;1,39;"Extension of the collecting system;";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;26,74;46,70
"ro";"ROAG_4259";"Daia Romana";"A58";1;3109;3109;0;746;746;0;0;2363;2363;"PD";"PD";"PD";"NR";"PD";2363;0;746;0;0;"PD";"PD";"PD";"NR";"PD";2363;0;746;0;0;3,13;"Construction of the sewage system";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;23,66;46,00
"ro";"ROAG_32820";"Caianu Mic";"NI";1;3607;3607;0;0;0;0;0;3607;3607;"NC";"NC";"NC";"NR";"NR";3607;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3607;0;0;0;0;2,76;"Constuction collecting system in Caianu Mic, Caianu Mare and Dobric";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;24,11;47,25
"ro";"ROAG_23494";"Motoseni";"NI";1;3604;3505;99;0;0;0;0;3604;3505;"PD";"PD";"PD";"NR";"PD";3604;0;0;0;0;"PD";"PD";"NR";"NR";"PD";3505;0;0;0;0;0,12;"Construction  of the sewage collection system for Motoseni (8 km)";0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;27,38;46,32
"ro";"ROAG_42682";"Braila";"A58";3;243227;243227;0;215450;215450;0;0;27777;27777;"NC";"NC";"NC";"NC";"NR";27777;2165;2165;215450;215450;"NC";"NC";"PD";"PD";"PD";27777;0;0;0;0;8,39;"Extension of the UWW sewage collection system to be treated in Braila UWWTP  - pumping stations for connection to the ROWP CUP Dunarea Braila - SE Braila ROWP_42682_01 and improvement of wastewater collecting rate";1;1;1;0;;"3";"2";0;0;0;1;0;0;0;0;0;0;0;0;0;;1;27,95;45,27
"ro";"ROAG_42753";"Faurei";"A58";1;5230;5230;0;1981;1831;0;0;3249;3400;"NC";"NC";"NC";"NR";"NR";3249;0;0;0;0;"PD";"PD";"PD";"NR";"PD";3400;0;1831;0;0;0,00;"Iimprovement of wastewater collecting rate to the UWW sewage collection system to be treated in Faurei UWWTP ROWP_42753_01";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;27,27;45,08
"ro";"ROAG_43331";"Ianca";"A58";1;9503;9503;0;4314;4314;0;0;5189;5189;"NC";"NC";"NC";"NR";"NR";5189;0;0;0;0;"PD";"PD";"PD";"NR";"PD";5189;0;4314;0;0;4,73;"Phase I and II Extension and rehabilition  of the wastewater sewage collection system - pumping stations for connection to the Faurei UWWTP ROWP_42753_01";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;27,47;45,13
"ro";"ROAG_43411";"Insuratei";"A58";1;6373;6373;0;744;663;0;0;5629;5710;"NC";"NC";"NC";"NR";"NR";5629;0;0;0;0;"PD";"PD";"PD";"NR";"PD";5710;0;0;0;0;5,50;"Phase I and II Extension and rehabilition of the wastewater sewage collection system - pumping stations for connection to the Insuratei UWWTP ROWP_43411_01";1;1;1;0;;"3";"2";0;0;1;1;0;0;0;0;0;0;0;0;0;;1;27,61;44,92
